Make,Model,Year,Sold_Price,Predicted_Price
Chevrolet,C3 Corvette,1972.0,26827.0,27802.092
Chevrolet,Camaro,1985.0,6700.0,12749.847
Infiniti,G37,2008.0,12200.0,9392.747
Honda,Acty,1998.0,5900.0,6289.343
Audi,A8,2014.0,16750.0,14477.728
Ram,1500,2022.0,69777.0,75363.03
BMW,X5,2014.0,15750.0,14353.549
Nissan,300ZX,1987.0,13000.0,13650.967
Infiniti,Q60,2021.0,32750.0,34194.027
Porsche,986 Boxster,2000.0,16750.0,17685.951
Mazda,NC Miata,2006.0,4100.0,7079.4536
BMW,3 Series,2016.0,18250.0,17061.209
BMW,3 Series,1996.0,12800.0,10422.416
Mercedes-Benz,W212 E63 AMG,2014.0,15553.0,20128.404
Jeep,Grand Cherokee,2006.0,12700.0,9619.705
Ferrari,488,2017.0,102000.0,73057.625
Nissan,R33 Skyline,1996.0,35317.0,33879.71
BMW,5 Series,2007.0,7450.0,7438.035
Toyota,Tacoma,2024.0,56055.0,50574.934
GMC,Sierra,2004.0,19000.0,12371.955
Mercedes-Benz,CL AMG,2003.0,11000.0,9858.566
Alfa Romeo,156,2005.0,4100.0,6756.762
Ford,Bronco,1969.0,45000.0,43209.78
Pontiac,Fiero,1984.0,7500.0,7449.5225
Pontiac,Solstice,2009.0,20000.0,11627.76
Fiat,500 Abarth,2013.0,8100.0,8126.261
Audi,B5 RS4,2000.0,65000.0,42757.504
Chevrolet,Lumina,1992.0,5100.0,9001.143
Porsche,Cayenne,2012.0,17550.0,13685.016
Porsche,987 Boxster,2009.0,25000.0,15612.786
Audi,A7,2014.0,12850.0,14126.784
Porsche,997 911,2007.0,50001.0,48784.895
Dodge,Magnum,2005.0,15100.0,21258.914
Toyota,Supra,1996.0,45250.0,40573.117
BMW,Z4,2008.0,27250.0,23130.578
Subaru,WRX STI,2015.0,50015.0,25921.252
Porsche,996 911,2003.0,32996.0,36222.773
Toyota,Tundra,2003.0,8650.0,7209.2495
Audi,A6,2001.0,5600.0,7637.089
Jaguar,F-Type,2021.0,47074.0,41533.72
Land Rover,Range Rover,2004.0,9600.0,8583.467
Lexus,IS F,2013.0,40250.0,37969.008
Mitsubishi,Lancer Evolution,1996.0,18500.0,12532.6045
BMW,7 Series,2001.0,6200.0,6778.1475
Porsche,987 Cayman,2007.0,10980.0,15217.472
Ford,Mustang,2007.0,13650.0,13821.34
BMW,6 Series,2013.0,14250.0,18329.355
Dodge,Viper,1999.0,58500.0,50988.574
Audi,A4,2021.0,19100.0,19011.299
Honda,S2000,2007.0,19500.0,14918.324
Mitsubishi,3000GT,1995.0,25250.0,12566.297
Audi,TT RS,2019.0,47000.0,48632.25
Alfa Romeo,4C,2015.0,58100.0,50805.383
Buick,Roadmaster,1996.0,12850.0,9318.684
Toyota,MR2,1992.0,8100.0,9545.691
Audi,S3,2016.0,13750.0,14188.613
Jeep,Wrangler,2001.0,9000.0,7798.4478
Porsche,986 Boxster,2001.0,19000.0,24143.553
Land Rover,Range Rover Sport,2017.0,25950.0,31543.055
Mazda,NA Miata,1991.0,8600.0,8299.292
Ram,1500,2022.0,105000.0,76221.23
Audi,A8,2013.0,11100.0,13795.475
Porsche,991 911,2019.0,75000.0,74989.5
Ford,Super Duty,2022.0,55500.0,42712.51
Chevrolet,C4 Corvette,1991.0,25050.0,17166.6
Toyota,4Runner,2007.0,6300.0,11060.816
Dodge,Challenger,2022.0,42000.0,46297.58
Porsche,991 911,2012.0,63500.0,61869.914
Toyota,Sequoia,2003.0,17500.0,10757.928
Porsche,987 Cayman,2006.0,20489.0,23838.08
Porsche,Cayenne,2012.0,18000.0,15433.485
Mazda,NC Miata,2006.0,12100.0,10819.213
Jeep,Wagoneer,1985.0,21000.0,13887.845
Porsche,993 911,1998.0,103500.0,100948.445
Hummer,H3,2008.0,11000.0,9035.868
BMW,E63/E64 M6,2010.0,19250.0,21635.309
BMW,3 Series,2016.0,19600.0,16509.06
Mercedes-Benz,CLK AMG,2004.0,12750.0,14859.606
Volkswagen,Mk7 GTI,2017.0,14750.0,13151.102
Nissan,Stagea,1998.0,19995.0,20456.104
Mercedes-Benz,AMG GT,2024.0,133000.0,117198.375
Subaru,WRX STI,2004.0,22250.0,13456.525
BMW,X3,2004.0,5757.0,5920.63
Nissan,370Z,2013.0,20000.0,20970.69
Chevrolet,Suburban,1988.0,15000.0,8610.181
Honda,S2000,2000.0,22000.0,18923.258
Rolls-Royce,Wraith,2015.0,107777.0,84064.67
Mercedes-Benz,E-Class,2016.0,12700.0,12617.049
Mercedes-Benz,E-Class,1994.0,7111.0,6915.27
Porsche,986 Boxster,2004.0,15250.0,8986.3545
BMW,Z3,2000.0,34100.0,28548.635
Jeep,Wrangler,2024.0,33250.0,34637.055
Mercedes-Benz,E-Class,2006.0,5200.0,4696.1084
Volvo,V60,2023.0,59000.0,49150.887
Ford,E-Series,2001.0,10500.0,20681.736
Audi,S5,2008.0,11300.0,19136.418
Porsche,991 911,2017.0,46241.0,61036.12
BMW,E46 M3,2002.0,19550.0,14191.469
Mercedes-Benz,C-Class AMG,2017.0,43500.0,36831.516
Porsche,986 Boxster,2000.0,12500.0,8662.388
Rivian,R1S,2025.0,70000.0,72615.49
Mazda,ND Miata,2016.0,12900.0,13847.689
Cadillac,CTS-V,2019.0,35000.0,43066.855
Chevrolet,Camaro,2010.0,10600.0,13583.147
Audi,S7,2013.0,14000.0,20919.951
Mercedes-Benz,C-Class,2014.0,11800.0,10214.046
Ram,3500,2020.0,60500.0,58113.418
Ford,Mustang,2007.0,22000.0,28570.56
Mercedes-Benz,GLS-Class,2017.0,30750.0,29011.836
Lamborghini,Gallardo,2006.0,87500.0,102240.44
Mazda,Formula,1998.0,15000.0,13434.827
Ford,Thunderbird,1966.0,22800.0,36459.348
Chevrolet,C6 Corvette,2013.0,32000.0,32251.92
Toyota,MR2,1991.0,10700.0,9346.554
Toyota,Land Cruiser,1989.0,23014.0,15457.069
Toyota,RAV4,1998.0,5750.0,8511.376
Nissan,Avenir,1995.0,8500.0,7255.869
BMW,3 Series,1991.0,7800.0,6793.7983
MINI,Cooper,2019.0,11500.0,15246.585
BMW,E9X M3,2008.0,18500.0,22160.4
BMW,6 Series,1986.0,4844.0,7588.5776
Porsche,Macan,2016.0,16500.0,22743.785
Infiniti,G35,2006.0,9500.0,11038.264
Chevrolet,Chevelle,1971.0,85500.0,40030.793
Land Rover,Range Rover,2016.0,14950.0,21548.45
Audi,S5,2016.0,16750.0,17466.594
Tesla,Model Y,2022.0,25600.0,29125.111
Mercedes-Benz,CLK-Class,2006.0,11700.0,16293.341
Fiat,500,2016.0,4444.0,6024.4346
Mercedes-Benz,GLE-Class,2016.0,25555.0,26280.373
BMW,M2,2021.0,49500.0,52078.47
Porsche,987 Boxster,2012.0,24250.0,17714.16
Tesla,Model S,2017.0,31750.0,25266.945
International,Scout,1970.0,47250.0,55703.99
Porsche,Cayenne,2016.0,20777.0,22537.703
Bentley,Continental,2006.0,27591.0,28416.238
BMW,E36 M3,1997.0,12500.0,11960.7705
BMW,3 Series,2021.0,24250.0,20394.139
Chevrolet,Silverado,2021.0,40000.0,37067.758
Mazda,NB Miata,1998.0,4669.0,7289.964
Land Rover,Defender,1993.0,21500.0,40517.78
Saab,9-3,2000.0,5800.0,4582.5547
Nissan,R34 Skyline,1999.0,106000.0,75559.42
Porsche,996 911,2000.0,35500.0,46868.938
Volkswagen,Beetle,1965.0,10600.0,20188.85
Mercury,Monterey,1966.0,9800.0,30512.453
Honda,S2000,2001.0,22899.0,20053.312
Fisker,Karma,2012.0,15750.0,15834.592
BMW,F06/F12/F13 M6,2016.0,44006.0,34805.938
Mercedes-Benz,AMG GT,2017.0,57289.0,58795.703
BMW,X5,2009.0,7000.0,5694.846
BMW,2 Series,2016.0,11300.0,16288.726
Ford,F-150,2019.0,36750.0,36170.99
Suzuki,Cappuccino,1992.0,8520.0,6327.763
Ford,Mustang,2014.0,57001.0,41957.242
BMW,6 Series,2005.0,7800.0,12510.785
Mazda,NC Miata,2006.0,10000.0,8343.022
Mercedes-Benz,GL-Class,2013.0,11900.0,15952.294
BMW,3 Series,1987.0,6000.0,8977.779
BMW,7 Series,2023.0,77286.0,59872.113
Suzuki,Carry Truck,2000.0,5700.0,6258.6616
Dodge,Challenger,2020.0,28250.0,28665.13
Porsche,Cayenne,2016.0,15000.0,23373.0
Porsche,996 911,1999.0,23333.0,25167.02
Porsche,981 Boxster,2016.0,94000.0,82902.59
BMW,3 Series,2004.0,4746.0,6428.7017
Mercedes-Benz,W212 E63 AMG,2014.0,27750.0,27124.125
Porsche,991 911,2013.0,66750.0,64418.25
Isuzu,VehiCROSS,1999.0,7526.0,8022.35
Toyota,MR2,1991.0,25000.0,15724.311
Dodge,Charger,1969.0,80000.0,30280.771
Porsche,996 911,2005.0,52000.0,48328.76
BMW,E63/E64 M6,2006.0,11239.0,20506.402
BMW,1 Series,2013.0,14200.0,13256.594
Mercedes-Benz,S-Class AMG,2006.0,15250.0,11017.9
Nissan,300ZX,1990.0,18100.0,12207.111
Porsche,G Series/930 911,1981.0,107930.0,38872.406
Dodge,Ram,2006.0,30500.0,32516.355
BMW,E60 M5,2007.0,22250.0,21976.617
Mazda,Mazdaspeed 3,2012.0,6300.0,7515.051
Subaru,BRZ,2016.0,25750.0,17262.465
Ford,Super Duty,1999.0,14000.0,13078.205
Porsche,Cayenne,2009.0,17250.0,16830.375
Lexus,GS,2000.0,17000.0,8471.237
Toyota,Land Cruiser,1998.0,9900.0,11897.478
BMW,F06/F12/F13 M6,2014.0,24250.0,22894.252
Ford,E-Series,2009.0,31750.0,27636.074
BMW,E46 M3,2001.0,14850.0,15437.254
Audi,RS5,2014.0,21250.0,25566.26
Toyota,Hilux,1996.0,19250.0,10564.743
Chevrolet,C7 Corvette,2015.0,27000.0,27288.135
Ford,F-150,2007.0,11400.0,13198.851
Hyundai,Tiburon,2005.0,7100.0,8662.743
Mazda,NB Miata,2001.0,4900.0,6666.5957
Audi,R8,2012.0,65000.0,88162.35
Jeep,Wrangler,2013.0,15250.0,16800.85
Scion,FR-S,2013.0,25500.0,20593.814
BMW,2 Series,2015.0,14700.0,18876.842
Tesla,Model S,2022.0,48500.0,52409.152
Ford,Focus,2000.0,3800.0,7118.3394
Porsche,996 911,2003.0,39500.0,32041.451
Audi,S6,2020.0,32500.0,29295.938
Chevrolet,Silverado,2000.0,14501.0,11092.203
Jaguar,XJ,2017.0,16000.0,13936.54
Land Rover,Defender,1977.0,10000.0,33932.773
Volkswagen,Cabriolet,1996.0,8700.0,6722.8135
Amphicar,Model 770,1966.0,63000.0,25489.836
Volvo,1800,1973.0,8400.0,11726.624
BMW,Z4,2006.0,15000.0,18214.168
GMC,Savana,2013.0,22500.0,18323.71
BMW,X5,2013.0,12100.0,13601.115
Pontiac,Fiero,1988.0,25000.0,10359.286
BMW,E46 M3,2004.0,23000.0,24337.654
Ferrari,FF,2012.0,125000.0,114585.586
Audi,B6 S4,2004.0,7500.0,7047.089
Ford,Mustang,1985.0,14000.0,22103.621
Honda,CRX,1986.0,14100.0,8778.866
Mercedes-Benz,G Wagen,1997.0,38750.0,31654.256
Campagna,T-REX,2023.0,37009.0,26362.334
BMW,E36 M3,1997.0,18000.0,13377.277
Audi,S5,2015.0,8250.0,9035.532
Chevrolet,C7 Corvette,2015.0,37250.0,42491.0
Mercedes-Benz,S-Class,2013.0,13800.0,14671.174
Land Rover,LR4,2015.0,7200.0,9432.14
Mercedes-Benz,R107 SL,1985.0,14250.0,11330.303
Nissan,R32 Skyline,1990.0,29000.0,28473.695
Jaguar,XKR,2002.0,10100.0,11845.654
Honda,Element,2005.0,14100.0,6884.385
Jeep,Wrangler,2016.0,35000.0,30581.498
Honda,S2000,2002.0,18700.0,19485.527
Subaru,WRX,2012.0,10250.0,9364.141
Jeep,Grand Wagoneer,1987.0,16250.0,11386.874
Porsche,996 911,2002.0,25500.0,30225.287
Lexus,SC,1992.0,10369.0,7942.848
Volkswagen,Mk7 GTI,2017.0,17752.0,15086.532
Audi,A7,2014.0,15000.0,11370.975
Volkswagen,Touareg,2009.0,9100.0,6621.8604
BMW,E63/E64 M6,2008.0,18250.0,15428.835
BMW,E39 M5,2003.0,29000.0,17968.318
Porsche,987 Cayman,2008.0,26750.0,23099.494
BMW,E36 M3,1995.0,60000.0,27397.162
Mercedes-Benz,S-Class,2004.0,4150.0,4978.8877
Tesla,Model S,2017.0,27000.0,20894.309
Subaru,WRX STI,2007.0,20320.0,17914.555
LTI,TXII,2004.0,18500.0,4899.798
Aston Martin,Vantage,2020.0,66500.0,64096.586
Nissan,300ZX,1986.0,15600.0,11829.6455
Porsche,992 911,2023.0,150500.0,113460.01
Cruise Car,eMoke,2022.0,14250.0,14840.416
Mercedes-Benz,CL AMG,2006.0,27500.0,16134.036
Honda,Acty,1998.0,6600.0,7157.015
Mazda,ND Miata,2022.0,23750.0,22623.781
Ariel,Atom,2005.0,43000.0,34590.676
Nissan,R34 Skyline,1998.0,32500.0,26394.914
Mazda,NB Miata,2003.0,12200.0,8776.036
Audi,B8 S4,2013.0,12000.0,13638.539
Porsche,997 911,2007.0,51000.0,54599.473
BMW,X7,2021.0,39750.0,44386.71
Pontiac,Fiero,1988.0,14500.0,13118.881
BMW,i8,2015.0,47250.0,48814.637
Toyota,MR2,1991.0,5777.0,7940.008
Porsche,986 Boxster,2002.0,13500.0,11475.489
Rivian,R1S,2025.0,61600.0,64850.664
Land Rover,Range Rover,2006.0,14000.0,16555.291
BMW,5 Series,2001.0,9700.0,7536.477
Lincoln,Town Car,1995.0,6350.0,6912.6323
BMW,E46 M3,2002.0,18750.0,15243.633
BMW,E63/E64 M6,2007.0,20500.0,16803.797
Porsche,997 911,2010.0,80000.0,79299.234
Land Rover,LR2,2008.0,5600.0,7242.545
BMW,E36 M3,1995.0,13500.0,19090.662
Subaru,Forester,2004.0,5600.0,10448.104
Land Rover,Defender,2023.0,64000.0,57328.39
Fiat,500 Abarth,2013.0,4750.0,5993.227
Chevrolet,Camaro,1968.0,55500.0,33969.72
BMW,F8X M4,2019.0,45300.0,43901.723
Chevrolet,C8 Corvette,2021.0,67000.0,60194.22
Toyota,Tacoma,2020.0,38400.0,38664.027
Mercedes-Benz,S-Class,2006.0,6700.0,11548.162
Audi,R8,2008.0,53000.0,52924.184
Ferrari,360,2002.0,153360.0,107162.84
BMW,3 Series,2004.0,15500.0,9556.341
Alfa Romeo,Giulia,2019.0,52000.0,57143.785
Mazda,NA Miata,1990.0,15911.0,9645.724
Ford,Mustang,1989.0,10500.0,11841.848
Bentley,Continental,2007.0,24955.0,42273.582
Mercedes-Benz,E-Class,2009.0,6388.0,7491.977
Acura,NSX,1993.0,73000.0,65617.305
BMW,X5,2004.0,9000.0,7456.5815
Land Rover,Range Rover Sport,2013.0,16325.0,17390.299
Chevrolet,Camaro,2013.0,23100.0,31912.543
Audi,A4,2009.0,4500.0,7279.4375
BMW,E9X M3,2008.0,20750.0,24527.867
Ford,Mustang,2008.0,14900.0,15851.152
Volkswagen,Golf R,2016.0,16000.0,14577.278
Honda,Prelude,1996.0,11000.0,8742.894
BMW,E46 M3,2006.0,53000.0,42819.613
BMW,E9X M3,2013.0,16000.0,20606.545
Mercedes-Benz,Sprinter,2025.0,107289.0,66003.92
Toyota,FJ Cruiser,2008.0,9950.0,13014.708
BMW,5 Series,2013.0,10000.0,13410.184
BMW,E39 M5,2000.0,24039.0,23922.69
Mercedes-Benz,CLK-Class,2009.0,18000.0,13856.422
Tesla,Model 3,2023.0,20300.0,22246.691
Jaguar,XFR,2010.0,6900.0,8279.345
BMW,F06/F12/F13 M6,2014.0,30756.0,28021.305
Bentley,Continental,2008.0,30250.0,31476.88
Ford,Mustang,1967.0,8300.0,20287.363
Mercedes-Benz,ML-Class,2000.0,7050.0,5338.278
Ford,Super Duty,2014.0,25000.0,51715.336
Porsche,986 Boxster,2000.0,13500.0,10453.317
Ferrari,308,1982.0,52500.0,60534.91
Mercedes-Benz,W211 E55 AMG,2005.0,27250.0,11856.324
Volvo,XC70,2012.0,11000.0,9123.585
Lexus,LS,2001.0,7300.0,7229.99
BMW,F10 M5,2014.0,30750.0,30733.244
BMW,1 Series,2013.0,12500.0,12952.953
Porsche,992 911,2022.0,145000.0,124663.6
Volkswagen,Bus,1975.0,46500.0,14177.725
Hummer,H2,2007.0,8600.0,12164.597
Aston Martin,Vantage,2007.0,25500.0,27287.744
Toyota,Pickup,1980.0,10100.0,14563.6455
Nissan,Cedric,1999.0,5650.0,6259.796
Ford,Mustang,2024.0,59500.0,45788.83
Chevrolet,C6 Corvette,2008.0,23250.0,22947.043
BMW,3 Series,2016.0,23900.0,26104.291
Porsche,Taycan,2022.0,67000.0,61901.43
Land Rover,LR4,2016.0,18000.0,15737.543
Chrysler,Crossfire,2005.0,22000.0,11726.042
Chevrolet,Silverado,2013.0,22000.0,37572.48
Honda,S2000,2000.0,23500.0,17362.424
Land Rover,Range Rover,2014.0,19500.0,36347.105
BMW,X5,2012.0,8800.0,7543.892
Lexus,GX,2004.0,14000.0,9753.741
Ford,F-150,2020.0,53001.0,41270.75
Nissan,300ZX,1990.0,12800.0,12513.565
Lotus,Exige,2007.0,41000.0,33257.844
BMW,1 Series,2013.0,20000.0,16378.47
Land Rover,Range Rover Sport,2013.0,8600.0,9017.349
Tesla,Model S,2013.0,17400.0,21015.178
Dodge,Challenger,2014.0,20000.0,20770.371
Porsche,Cayenne,2016.0,15000.0,21062.11
Chevrolet,Camaro,2021.0,24000.0,26332.633
Toyota,MR2,1991.0,22750.0,10899.938
Ford,Mustang,2020.0,65700.0,40438.297
Mercedes-Benz,CLK AMG,2004.0,11620.0,10564.885
Toyota,Supra,1995.0,45000.0,45783.37
Mercedes-Benz,S-Class,1973.0,26500.0,8796.232
Saab,9-3,2007.0,9200.0,6991.1133
Land Rover,LR3,2006.0,5600.0,5642.4688
Porsche,Taycan,2020.0,67500.0,74616.76
Audi,RS5,2014.0,23750.0,26290.125
Mercedes-Benz,E-Class AMG,2013.0,34250.0,31072.762
Mercedes-Benz,S-Class AMG,2002.0,8500.0,7132.6455
Mercedes-Benz,E-Class,2011.0,10888.0,6497.3496
Audi,TT,2002.0,5500.0,5191.4116
Mercedes-Benz,R230 SL,2003.0,4100.0,6106.587
BMW,E46 M3,2003.0,25500.0,20292.047
Mercedes-Benz,GL AMG,2014.0,24499.0,18451.957
Toyota,GR86,2025.0,36250.0,34257.285
Ford,Mustang,2001.0,9600.0,9259.987
Cadillac,XLR,2006.0,16770.0,12907.041
BMW,E9X M3,2013.0,31250.0,31022.572
Subaru,WRX STI,1994.0,13555.0,16271.692
Mercedes-Benz,C-Class AMG,2011.0,16250.0,14318.874
Lexus,GS,1999.0,4500.0,6230.3457
Maserati,GranTurismo,2013.0,32750.0,27551.758
Mercedes-Benz,GLE-Class,2022.0,38250.0,42691.82
BMW,3 Series,2016.0,29750.0,20826.506
BMW,Z3,1996.0,6600.0,10086.673
Tesla,Model 3,2022.0,24500.0,25129.725
BMW,2 Series,2020.0,31750.0,31462.836
Chevrolet,C7 Corvette,2014.0,38250.0,32382.17
MINI,Cooper,2006.0,8600.0,8771.426
Ford,Mustang,1966.0,20420.0,20756.252
BMW,E36 M3,1998.0,14326.0,18052.28
Subaru,BRZ,2013.0,19000.0,19908.693
Toyota,Tacoma,2021.0,27750.0,24282.637
Mercedes-Benz,AMG GT,2020.0,78500.0,71514.23
Jeep,Cherokee,1999.0,16000.0,6775.362
Jeep,Wrangler,2004.0,18850.0,15355.449
BMW,E9X M3,2013.0,40992.0,36468.773
Ford,Mustang,2021.0,30250.0,34551.902
Mercedes-Benz,S-Class,2013.0,8555.0,11280.863
BMW,X5,2004.0,4900.0,5746.58
Porsche,987 Boxster,2005.0,11800.0,13132.176
Porsche,Cayenne,2021.0,68500.0,61426.555
Mercedes-Benz,C-Class AMG,1999.0,19000.0,18415.303
Mitsubishi,Pajero,1993.0,10000.0,9059.167
Porsche,996 911,2002.0,32250.0,30567.414
Lexus,LX,1996.0,25450.0,10579.707
BMW,F8X M4,2015.0,21750.0,23439.791
Subaru,Baja,2005.0,6400.0,5836.2397
Mercedes-Benz,R230 SL,2004.0,22500.0,16732.457
Toyota,Supra,1994.0,61500.0,47010.53
Mazda,NA Miata,1991.0,7550.0,6073.1753
Lexus,SC,1994.0,20500.0,9525.41
Ford,Mustang,2006.0,8600.0,8207.575
Chevrolet,Camaro,2013.0,19500.0,21784.24
Nissan,370Z,2012.0,10000.0,14892.892
Mercedes-Benz,R129 SL,1995.0,9969.0,7304.5874
Porsche,928,1983.0,8300.0,16723.633
Porsche,Panamera,2023.0,125500.0,87965.16
Land Rover,Range Rover,1990.0,11850.0,13807.388
Porsche,981 Cayman,2015.0,23000.0,22964.69
Jeep,Gladiator,2021.0,25250.0,27592.963
Mercedes-Benz,S-Class AMG,2004.0,14100.0,14010.158
Mercedes-Benz,C-Class AMG,2006.0,9100.0,9904.002
Honda,Del Sol,1993.0,5600.0,5451.2964
Mercedes-Benz,S-Class AMG,2012.0,20500.0,25208.818
Aston Martin,DB11,2019.0,103000.0,111028.46
Chevrolet,C2 Corvette,1965.0,51000.0,57449.24
Porsche,996 911,2000.0,11351.0,19460.492
Mercedes-Benz,S-Class,2016.0,22000.0,30918.928
Mercedes-Benz,SL AMG,2005.0,34100.0,27509.51
BMW,E39 M5,2001.0,20000.0,27930.615
Audi,B5 S4,2000.0,13500.0,8522.139
BMW,5 Series,2009.0,79999.0,30479.908
Tesla,Model S,2015.0,20000.0,19759.973
Audi,A7,2012.0,9700.0,12659.32
Aston Martin,Vantage,2020.0,65500.0,58289.816
Chevrolet,C7 Corvette,2015.0,43250.0,43304.996
Oldsmobile,Toronado,1966.0,19000.0,13127.542
Honda,S2000,2002.0,32000.0,22749.88
Subaru,Legacy,2002.0,12501.0,10406.186
Pontiac,GTO,2006.0,28000.0,30646.754
BMW,2 Series,2024.0,42000.0,45381.867
Mercedes-Benz,G Wagen,2002.0,37750.0,29629.438
Triumph,TR6,1971.0,11000.0,36862.9
Lexus,LS,2007.0,7185.0,8882.437
Dodge,Viper,1997.0,56000.0,46837.656
Nissan,R34 Skyline,2000.0,106000.0,89054.88
BMW,7 Series,2000.0,5000.0,6227.981
Mercedes-Benz,AMG GT 4-Door,2022.0,75000.0,56883.117
Mercedes-Benz,CLK AMG,2004.0,14100.0,17264.06
Subaru,Sambar,1998.0,10250.0,6126.0083
Ford,Mustang,2000.0,25000.0,22693.71
Land Rover,Defender,1996.0,35750.0,40587.438
MINI,Cooper,2015.0,8100.0,11087.169
Ferrari,456,2003.0,68000.0,68932.055
Audi,Q7,2012.0,9200.0,10706.0625
Porsche,356 Replica,2025.0,29000.0,36151.332
Mitsubishi,Minicab,2000.0,4400.0,5729.6895
Tesla,Model Y,2024.0,28900.0,36480.043
Maserati,GranTurismo,2016.0,40250.0,33836.6
Mitsubishi,3000GT,1995.0,22000.0,13062.436
Porsche,Macan,2016.0,22522.0,27038.043
Jaguar,X-Type,2003.0,3600.0,6062.393
Mercedes-Benz,R-Class,2006.0,5100.0,9822.667
BMW,E9X M3,2008.0,21100.0,19868.008
Toyota,Land Cruiser,1982.0,16250.0,17895.344
BMW,Z4,2008.0,5000.0,8045.837
Mitsubishi,Delica,1990.0,7200.0,11045.552
Exomotive,Exocet,2021.0,11700.0,17768.592
Volvo,V70,1997.0,8100.0,7960.246
Mazda,ND Miata,2016.0,18250.0,21253.238
Lexus,GS,2008.0,9200.0,10123.558
Toyota,Tacoma,2020.0,34500.0,26408.637
Subaru,WRX,1997.0,14000.0,10135.344
BMW,3 Series,2004.0,10900.0,8630.209
Dodge,Charger,2023.0,48500.0,70557.734
Dodge,Viper,1996.0,77000.0,59564.285
Audi,B7 RS4,2007.0,30500.0,23479.906
Jeep,Wrangler,2024.0,78000.0,52691.71
Toyota,Century,1997.0,10900.0,11054.773
Toyota,Supra,2022.0,45250.0,46676.457
Ford,F-150,2016.0,33750.0,29103.814
Toyota,Corolla,1997.0,6100.0,13728.862
Jeep,Wrangler,1999.0,6900.0,7636.674
Nissan,370Z,2013.0,24000.0,20687.516
Acura,NSX,1997.0,95000.0,74446.805
Suzuki,Jimny,1998.0,9250.0,5403.916
Tesla,Model S,2016.0,16500.0,19736.713
Nissan,R33 Skyline,1996.0,13000.0,17277.436
Alfa Romeo,Spider,1986.0,9500.0,7889.4595
Porsche,991 911,2014.0,56911.0,58922.34
Honda,Passport,1996.0,5400.0,11097.674
Volkswagen,Bus,1996.0,10000.0,10981.968
Tesla,Model 3,2019.0,12500.0,20157.22
Bentley,Continental,2009.0,20500.0,17143.367
Toyota,FJ Cruiser,2008.0,22750.0,17454.803
Audi,B8 S4,2014.0,16000.0,16616.145
Nissan,R35 GT-R,2013.0,66000.0,43091.67
Chevrolet,Tahoe,1999.0,16500.0,7821.2866
BMW,X5,2011.0,8800.0,8729.944
BMW,1 Series,2013.0,6200.0,6920.9844
Porsche,996 911,1999.0,33000.0,30446.787
Audi,R8,2012.0,143800.0,90840.98
Chevrolet,C7 Corvette,2016.0,62328.0,59817.38
Jeep,Wrangler,2012.0,13333.0,9888.561
BMW,3 Series,2016.0,18500.0,17002.018
Honda,Odyssey,2000.0,6600.0,5563.592
Toyota,4Runner,2025.0,56055.0,36598.945
Mercedes-Benz,S-Class,1999.0,15500.0,9703.57
BMW,E46 M3,2006.0,40500.0,39660.746
BMW,X1,2013.0,9100.0,13317.854
BMW,E9X M3,2012.0,17300.0,18013.033
Volkswagen,Eurovan,2002.0,14800.0,10145.625
Ferrari,FF,2014.0,123000.0,99609.67
BMW,M2,2025.0,67500.0,66134.164
Mercedes-Benz,CLS-Class,2007.0,15000.0,18269.598
Honda,Prelude,1999.0,6100.0,6926.466
Jeep,Wrangler,2021.0,58000.0,55413.31
Volkswagen,Mk7 GTI,2020.0,15750.0,15529.682
Toyota,Altezza,1999.0,11500.0,10915.419
Jeep,Cherokee,1980.0,23500.0,18102.727
BMW,F80 M3,2016.0,45600.0,43450.367
Honda,Acty,1993.0,15250.0,8418.922
Porsche,981 Cayman,2016.0,95500.0,97674.93
Aston Martin,DB9,2005.0,40727.0,30258.918
Chevrolet,C4 Corvette,1994.0,8200.0,7919.6772
Ford,Mustang,1969.0,52000.0,19097.219
Land Rover,Range Rover,2004.0,6600.0,7113.9814
Tesla,Cybertruck,2024.0,66015.0,70775.82
Mercedes-Benz,E-Class,2012.0,12000.0,15323.381
Chevrolet,C/K Series,1965.0,34579.0,24279.023
Ford,F-150 Raptor,2019.0,55700.0,59673.793
Lexus,LS,2005.0,9271.0,6719.2686
Tesla,Model S,2019.0,28000.0,24522.955
Land Rover,Range Rover Sport,2012.0,8400.0,10088.415
Dodge,Challenger,2015.0,36501.0,30428.209
Nissan,R35 GT-R,2024.0,142921.0,77309.18
Lexus,LX,2001.0,10999.0,10069.698
Toyota,Land Cruiser,2025.0,51369.0,60879.273
Toyota,Camry,2008.0,16500.0,9658.686
Lotus,Esprit,1997.0,56000.0,72891.16
Acura,RSX,2005.0,7100.0,8193.129
Toyota,Land Cruiser,1997.0,8600.0,7809.3745
Porsche,Cayenne,2016.0,13450.0,18416.197
Rivian,R1S,2023.0,60055.0,61165.6
Jaguar,F-Type,2014.0,14877.0,14611.604
Audi,RS5,2013.0,35700.0,33803.12
Porsche,996 911,2002.0,24751.0,29639.613
Pontiac,G8,2009.0,11300.0,12639.583
Tesla,Model S,2013.0,12750.0,12996.723
Chevrolet,Camaro,2021.0,43525.0,43372.7
BMW,E9X M3,2009.0,16250.0,18028.57
Ford,Bronco,1977.0,75000.0,35405.625
BMW,6 Series,2010.0,10200.0,12418.013
Porsche,986 Boxster,2001.0,18750.0,16587.484
