Word,Frequency,Impact_Value
battery replaced,232.3786760728606,-993.5758568684722
bay,125.19362690534345,-2058.0787037439536
bbs,90.45095073190262,1354.970462322157
bearing,122.64844033173412,-5701.080860033513
bearings,94.94565455715413,-5988.031375950578
bed,224.5456457131373,-5431.070329355662
behalf,160.5810317906376,17519.911967017033
behalf owner,88.57210953736677,16419.359240355767
beige,160.69161297833674,1507.7046662090336
beige interior,111.34108354407864,666.695866710478
belt,321.3208736036753,7510.475389383007
belt replaced,112.81594131406942,3668.660158618466
belt tensioner,69.80033500894898,-276.3721851034309
belt water,64.58227344447407,1055.7944949773646
belts,120.78006572605861,23742.154801539513
bench,94.53843410290372,-4335.752169570423
bench seat,65.49252839205678,-6788.207352783659
best,69.59416026844696,7203.40980710914
better,88.88773480333995,-2805.6273359956554
bi,187.96710761400234,-11205.163157570214
bi xenon,184.4952304257907,-11924.796208037731
bid,310.286265395995,-6621.097192080672
bid key,101.68741285707569,1972.3526422945683
bid keys,133.81243251505057,139.75113120841635
bidder,212.19328535890142,-1423.9384466725287
bidder contact,105.36702198696419,5393.121630164693
bidder note,75.52706131570423,-1660.9297254210198
bids,122.5056453387358,-1203.5592078206214
big,82.28474909396573,3496.9923588507545
bigger,112.77173384968947,-3273.818074054943
billet,51.080071758100566,579.6484414182956
bilstein,154.23738787785672,2903.6603033865454
bilstein shocks,78.73914548773116,-1564.5041837205638
black,831.1347051796067,7310.813121654428
black black,134.967134058585,-7249.1904066833895
black exterior,67.3909503716023,2083.7887030019847
black interior,363.78323007470385,-2646.734724457035
black kidney,83.66526175041359,-1465.3959744600065
black leather,81.97536636145082,-8932.409674058716
black metallic,61.79277372635694,341.67137516522826
black soft,171.88870042353466,-6300.05831079594
blades,103.23513102829595,4415.179735744909
blades replaced,60.01106349410871,-349.13443531800397
blemishes,105.43151555540906,-9076.672376507584
blend,71.14592401257126,-9406.767044998192
blind,127.35322383474123,-6682.594620793586
blind spot,121.12066129962218,-7629.5385258348
block,67.19374674020234,-3656.744077579066
blow,59.39106139359139,-5042.217022099995
blue,303.71343556537744,1490.5768591847027
blue interior,61.110412854886135,-1738.4376235786933
blue metallic,101.51936049388728,-3228.212393644444
bluetooth,229.7089715270801,-5650.314151013082
bluetooth connectivity,122.10815439988546,-5566.211675275322
board,74.45159355814339,17426.07291429963
boards,134.9500454076223,6926.61955224429
body,449.4711835374611,-2271.7732698751897
body colored,93.14832174633158,3457.0151468779236
body frame,57.128225294977476,-7896.155203488966
body kit,182.7372618015544,-1138.582629848186
bolster,127.03493029043628,2175.1296960517298
bolsters,173.72463146332646,0.7301470495611654
bolts,66.58687922766566,1799.7057719150705
boost,111.05982684761052,-9874.269028859804
boot,98.6180663788127,-8068.616022900812
bose,346.16249007871767,-15253.499327470847
bose sound,231.15300477385728,-13294.643266275123
bose surround,96.35119720548715,12359.925292690217
brace,103.57879102701301,-5918.7864013981025
bracket,71.77814445755403,19428.690723333602
brake,857.579392804462,9211.823396036012
brake calipers,209.7163750162673,21053.07679492096
brake fluid,327.8919794525029,11891.01404686557
brake light,62.38639600527152,-4229.1813549078515
brake lines,70.85518076264664,-5248.022130994726
brake pads,303.50101387030344,-12110.509937089842
brake rotors,188.4379713076848,-2723.3010161314037
brakes,366.0222178298256,28533.796779511045
braking,94.30871314105715,29475.676777232246
brand,99.14213581065027,11507.590437510538
brembo,190.4551842532206,6204.446092567433
brembo brakes,107.67533937932039,-17998.336902291845
brief,61.418365724107524,37727.47313243358
bright,87.93002420650485,-3612.390104175387
broken,90.25048835270134,-6253.893913047099
brought,148.4346105454838,-15590.204962608035
brown,92.32310593957985,3033.457433708983
brush,71.13091110463631,4046.682525617965
brush guard,68.71723535339453,4867.938718863822
bucket,126.23521595948897,3407.6440785649934
bucket seats,122.30738066631368,4525.917931596109
build,585.0168843385717,5183.056869977817
