Make,auction_year,auction_month,Sold_Price,2_keys_ind,is_dry_climate_car,has_sport_seats,recent_major_service,is_project_car
Mercedes-Benz,2020,6,35000.0,1,1,0,1,0
Porsche,2020,6,31500.0,0,0,0,1,0
Land Rover,2020,6,32000.0,0,0,0,1,0
Honda,2020,6,21250.0,1,0,0,1,0
Toyota,2020,6,15000.0,0,0,0,1,0
Dodge,2020,6,8000.0,0,0,0,1,0
BMW,2020,6,44222.0,0,0,0,1,0
Jeep,2020,6,15000.0,0,0,0,1,0
Toyota,2020,6,6800.0,0,0,0,1,0
Mercedes-Benz,2020,6,15200.0,1,0,0,1,0
Mazda,2020,6,8600.0,1,0,0,1,0
Mercedes-Benz,2020,6,8150.0,0,1,0,1,0
Porsche,2020,6,25555.0,1,1,0,1,0
Chevrolet,2020,6,9000.0,0,0,0,1,0
Lexus,2020,6,19700.0,1,1,0,1,0
Saab,2020,6,6300.0,1,0,0,1,0
Rolls-Royce,2020,6,69696.0,0,0,0,1,0
Maserati,2020,6,29250.0,1,0,0,1,0
Ford,2020,6,4500.0,0,1,0,1,0
Ford,2020,6,16500.0,1,0,1,1,0
Mercedes-Benz,2020,6,37750.0,1,0,0,1,0
Mazda,2020,6,6200.0,0,0,0,1,0
BMW,2020,6,23600.0,0,1,0,1,0
BMW,2020,6,6600.0,0,1,0,1,0
Chevrolet,2020,6,33500.0,1,0,0,1,0
Toyota,2020,6,2000.0,0,0,0,1,0
Land Rover,2020,6,3100.0,0,0,0,1,0
Jaguar,2020,6,8000.0,0,1,0,1,0
BMW,2020,6,30500.0,1,0,0,1,0
Mazda,2020,6,6700.0,0,0,0,1,0
BMW,2020,6,14700.0,1,0,0,1,0
Volkswagen,2020,6,3450.0,1,0,0,1,0
Audi,2020,6,21500.0,1,1,1,1,0
Mazda,2020,6,17800.0,0,0,0,1,0
Ford,2020,6,12250.0,1,0,0,1,0
Chevrolet,2020,6,2769.0,0,0,0,1,0
Mazda,2020,6,9200.0,1,0,0,1,0
Porsche,2020,6,12100.0,1,0,0,1,0
Toyota,2020,6,47500.0,1,0,0,1,0
Porsche,2020,6,11500.0,0,0,0,1,0
Mercedes-Benz,2020,6,15700.0,0,1,0,1,0
Ford,2020,6,47000.0,1,0,0,1,0
Mercedes-Benz,2020,6,8600.0,0,1,0,1,0
Pontiac,2020,6,5950.0,0,0,0,1,0
Porsche,2020,6,24300.0,0,0,0,1,0
Suzuki,2020,6,5900.0,0,0,0,1,0
Honda,2020,6,30750.0,1,0,0,1,0
BMW,2020,6,39200.0,1,0,0,1,0
Mercedes-Benz,2020,6,9888.0,0,1,0,1,0
Toyota,2020,6,9575.0,1,1,0,1,0
Land Rover,2020,6,31000.0,0,0,0,1,0
Volkswagen,2020,6,4600.0,1,0,0,1,1
MINI,2020,6,7401.0,1,0,0,1,0
Mercedes-Benz,2020,7,45000.0,1,1,0,1,0
Plymouth,2020,7,17100.0,0,0,0,1,0
BMW,2020,7,52000.0,1,0,0,1,0
Subaru,2020,7,14600.0,0,0,0,1,0
Porsche,2020,7,24880.0,1,0,0,1,0
Mazda,2020,7,7800.0,0,0,0,1,0
Mazda,2020,7,9791.0,1,1,0,1,0
Mercedes-Benz,2020,7,15600.0,0,1,0,1,0
Lexus,2020,7,17100.0,0,0,0,1,0
BMW,2020,7,12000.0,0,0,0,1,0
Datsun,2020,7,5900.0,1,0,0,1,0
Bentley,2020,7,32257.0,0,0,0,1,0
Toyota,2020,7,23100.0,1,0,0,1,0
Saab,2020,7,14000.0,0,0,0,1,0
Polaris,2020,7,13000.0,0,0,0,1,0
Chevrolet,2020,7,11479.0,0,0,0,1,0
Mazda,2020,7,6200.0,0,0,0,1,0
Porsche,2020,7,27605.0,0,1,0,1,0
Mercedes-Benz,2020,7,11258.0,1,1,0,1,0
Mercedes-Benz,2020,7,8100.0,1,0,0,1,0
Chevrolet,2020,7,11517.0,1,0,0,1,0
Mercedes-Benz,2020,7,14500.0,1,0,0,1,0
Aston Martin,2020,7,34750.0,0,0,0,1,0
Porsche,2020,7,17101.0,1,1,0,1,0
Land Rover,2020,7,30000.0,0,1,0,1,0
Mercury,2020,7,3400.0,0,1,0,1,0
Exomotive,2020,7,10500.0,0,0,0,1,0
Mazda,2020,7,12600.0,1,1,0,1,0
Lexus,2020,7,30000.0,0,0,0,1,0
Subaru,2020,7,6100.0,0,0,0,1,0
Pontiac,2020,7,2400.0,0,0,0,1,0
Audi,2020,7,20004.0,1,1,1,1,0
Porsche,2020,7,45500.0,1,1,0,1,0
BMW,2020,7,6000.0,1,1,0,1,0
Ferrari,2020,7,77000.0,1,1,0,1,0
BMW,2020,7,20222.0,1,1,0,1,0
BMW,2020,7,7100.0,0,0,0,1,0
Acura,2020,7,2799.0,0,1,0,1,0
BMW,2020,7,14750.0,0,0,0,1,0
Mercedes-Benz,2020,7,5100.0,1,1,0,1,0
Peugeot,2020,7,17100.0,1,0,0,1,0
Mercedes-Benz,2020,7,24655.0,0,0,0,1,0
BMW,2020,7,13000.0,1,0,0,1,0
Subaru,2020,7,11800.0,0,1,0,1,0
Mazda,2020,7,2100.0,0,0,0,1,0
Audi,2020,7,15000.0,0,0,0,1,0
Porsche,2020,7,18100.0,1,0,0,1,0
Ford,2020,7,7907.0,1,0,0,1,0
Mercedes-Benz,2020,7,7950.0,0,1,0,1,0
BMW,2020,7,19000.0,0,1,0,1,0
Nissan,2020,7,10000.0,0,1,0,1,0
Jeep,2020,7,8000.0,0,1,0,1,0
Toyota,2020,7,21000.0,0,0,0,1,0
Chevrolet,2020,7,5100.0,1,0,0,1,0
Mercedes-Benz,2020,7,38000.0,0,0,0,1,0
BMW,2020,7,11600.0,0,0,0,1,0
BMW,2020,7,11800.0,1,1,0,1,0
Mercedes-Benz,2020,7,15911.0,1,0,0,1,0
Toyota,2020,7,21100.0,1,0,0,1,0
Chevrolet,2020,7,4700.0,0,0,0,1,0
Jaguar,2020,7,12000.0,1,1,0,1,0
Land Rover,2020,7,42500.0,1,1,0,1,0
Mazda,2020,7,13200.0,1,1,0,1,0
BMW,2020,7,18000.0,1,0,0,1,0
Chevrolet,2020,7,6396.0,0,1,0,1,0
Porsche,2020,7,50500.0,1,1,0,1,0
Honda,2020,7,32000.0,1,1,0,1,0
Volvo,2020,7,9242.0,1,0,0,1,0
Mercedes-Benz,2020,7,167000.0,1,0,0,1,0
Mazda,2020,7,8600.0,1,0,0,1,0
Jaguar,2020,7,11668.0,1,0,0,1,0
BMW,2020,7,22250.0,1,0,0,1,0
Mercedes-Benz,2020,7,9312.0,0,0,0,1,0
Land Rover,2020,7,6250.0,1,0,0,1,0
Lexus,2020,7,6970.0,1,1,0,1,0
Land Rover,2020,7,24786.0,1,0,0,1,0
Buick,2020,7,4444.0,0,0,0,1,0
Honda,2020,7,5400.0,1,0,0,1,0
Ford,2020,7,40000.0,0,0,1,1,0
Toyota,2020,7,46000.0,1,0,0,1,0
Porsche,2020,7,14996.0,1,1,0,1,0
Chevrolet,2020,7,59000.0,1,0,0,1,0
Lotus,2020,7,12750.0,0,1,0,1,0
Mazda,2020,7,3200.0,0,1,0,1,0
Porsche,2020,7,50250.0,1,0,0,1,0
Aston Martin,2020,7,46300.0,1,1,0,1,0
BMW,2020,7,19655.0,1,0,0,1,0
BMW,2020,7,11800.0,0,1,0,1,0
Volvo,2020,7,28555.0,1,0,0,1,0
Audi,2020,7,5850.0,0,0,1,1,0
Audi,2020,7,15100.0,0,0,0,1,0
Lexus,2020,7,12000.0,1,0,0,1,0
Porsche,2020,7,35000.0,0,1,0,1,0
Acura,2020,7,4800.0,0,0,0,1,0
BMW,2020,7,31000.0,1,1,0,1,0
Chrysler,2020,7,5666.0,1,1,0,1,0
Toyota,2020,7,15800.0,1,0,0,1,0
Honda,2020,7,20000.0,0,0,0,1,0
Porsche,2020,7,38888.0,0,0,0,1,0
Volkswagen,2020,7,8000.0,0,0,0,1,0
Mercedes-Benz,2020,7,15810.0,0,0,0,1,0
Mitsubishi,2020,7,34750.0,1,0,0,1,0
Ford,2020,7,19000.0,0,0,0,1,0
Mercedes-Benz,2020,7,12000.0,0,1,0,1,0
BMW,2020,7,16761.0,1,0,0,1,0
Aston Martin,2020,7,34007.0,0,0,0,1,0
Subaru,2020,7,5100.0,1,0,0,1,0
BMW,2020,7,6500.0,1,0,0,1,0
Dodge,2020,7,5327.0,0,0,0,1,0
BMW,2020,7,88888.0,1,1,0,1,0
Jaguar,2020,7,20000.0,1,0,0,1,0
Mercedes-Benz,2020,7,5700.0,0,1,0,1,0
Acura,2020,7,48679.0,1,0,0,1,0
Mercedes-Benz,2020,7,5700.0,1,1,0,1,0
Mazda,2020,7,6000.0,0,0,0,1,0
Porsche,2020,7,18500.0,1,1,0,1,0
Land Rover,2020,7,21350.0,0,1,0,1,0
BMW,2020,7,12100.0,0,0,0,1,0
Toyota,2020,7,10100.0,0,0,0,1,0
AM General,2020,7,15500.0,1,1,0,1,0
Mercedes-Benz,2020,7,6200.0,0,1,0,1,0
Subaru,2020,7,7200.0,1,1,0,1,0
Mercedes-Benz,2020,7,8250.0,1,0,0,1,0
Mazda,2020,7,12000.0,0,0,0,1,0
Porsche,2020,7,28500.0,1,1,0,1,0
Chrysler,2020,7,2100.0,1,0,0,1,0
Saab,2020,7,5525.0,0,1,0,1,0
BMW,2020,7,40000.0,1,0,0,1,0
BMW,2020,7,5350.0,0,1,0,1,0
Honda,2020,7,10999.0,1,0,0,1,0
BMW,2020,7,12000.0,1,0,0,1,0
BMW,2020,7,17300.0,1,0,0,1,0
Subaru,2020,7,22500.0,0,1,0,1,0
Toyota,2020,7,6700.0,1,0,0,1,0
Maserati,2020,7,19999.0,0,0,0,1,0
Mercedes-Benz,2020,7,22200.0,0,1,0,1,0
Saab,2020,7,15000.0,1,0,0,1,0
Mercedes-Benz,2020,7,25000.0,1,1,0,1,0
Aston Martin,2020,7,34007.0,1,0,0,1,0
BMW,2020,7,4200.0,0,0,0,1,0
Porsche,2020,7,33033.0,1,0,0,1,0
Jaguar,2020,7,5593.0,1,0,0,1,0
Audi,2020,7,8600.0,1,0,0,1,0
Toyota,2020,7,6200.0,0,0,0,1,0
Mercedes-Benz,2020,7,4400.0,1,0,0,1,0
Lexus,2020,7,8600.0,1,0,0,1,0
BMW,2020,7,10100.0,1,0,1,1,0
Volkswagen,2020,7,10200.0,1,0,0,1,0
Ford,2020,7,9900.0,0,0,0,1,1
BMW,2020,7,4311.0,0,1,0,1,0
BMW,2020,7,16800.0,1,1,0,1,0
Pontiac,2020,7,5600.0,1,0,0,1,0
GMC,2020,7,8350.0,1,0,0,1,0
Audi,2020,7,4400.0,1,1,0,1,0
Lotus,2020,7,42250.0,1,1,0,1,0
Porsche,2020,7,41750.0,1,0,0,1,0
Mercedes-Benz,2020,7,10500.0,0,1,0,1,0
Acura,2020,7,4250.0,0,1,0,1,0
BMW,2020,7,4700.0,1,0,0,1,0
Porsche,2020,7,56000.0,1,0,0,1,0
Chevrolet,2020,7,45500.0,1,0,0,1,0
Porsche,2020,7,7200.0,0,0,0,1,0
Mazda,2020,7,9600.0,1,0,0,1,0
Porsche,2020,7,19800.0,0,0,0,1,0
BMW,2020,7,10200.0,1,0,0,1,0
Land Rover,2020,7,58500.0,1,1,0,1,0
McLaren,2020,7,129650.0,1,0,0,1,0
Mercedes-Benz,2020,7,7675.0,0,0,0,1,0
Mercedes-Benz,2020,8,114500.0,1,0,0,1,0
BMW,2020,8,8169.0,1,1,0,1,0
MINI,2020,8,9000.0,1,0,0,1,0
Mercedes-Benz,2020,8,6750.0,1,1,0,1,0
BMW,2020,8,9200.0,0,0,0,1,0
BMW,2020,8,12888.0,0,0,0,1,0
Mazda,2020,8,6900.0,1,0,0,1,0
Mercury,2020,8,7500.0,0,1,0,1,0
Mazda,2020,8,18200.0,0,0,0,1,0
BMW,2020,8,13100.0,1,0,0,1,0
Ford,2020,8,11800.0,1,0,0,1,0
Mitsubishi,2020,8,13400.0,1,1,0,1,0
Mercedes-Benz,2020,8,7111.0,0,0,0,1,0
Dodge,2020,8,1800.0,1,0,0,1,0
Aston Martin,2020,8,33500.0,1,1,0,1,0
Mazda,2020,8,6700.0,0,0,0,1,0
BMW,2020,8,30750.0,0,0,0,1,0
Jaguar,2020,8,4700.0,1,1,0,1,0
BMW,2020,8,20000.0,1,0,0,1,0
Volkswagen,2020,8,28250.0,1,0,0,1,0
BMW,2020,8,13500.0,1,1,0,1,0
Mercedes-Benz,2020,8,14105.0,0,0,0,1,0
BMW,2020,8,29222.0,1,1,0,1,0
Pontiac,2020,8,20350.0,0,0,0,1,0
Honda,2020,8,28750.0,0,0,0,1,0
Mercedes-Benz,2020,8,3600.0,1,0,0,1,0
Ford,2020,8,37037.0,1,0,0,1,0
BMW,2020,8,9201.0,0,1,0,1,0
Porsche,2020,8,46000.0,1,0,1,1,0
Lotus,2020,8,27500.0,1,1,0,1,0
BMW,2020,8,35750.0,1,0,0,1,0
Mercedes-Benz,2020,8,14800.0,1,0,0,1,0
Jaguar,2020,8,18100.0,1,1,0,1,0
Aston Martin,2020,8,45250.0,1,0,0,1,0
Toyota,2020,8,4869.0,1,0,0,1,0
Porsche,2020,8,32500.0,1,1,0,1,0
BMW,2020,8,9700.0,1,0,0,1,0
BMW,2020,8,17000.0,1,1,0,1,0
Porsche,2020,8,33900.0,1,0,0,1,0
Maserati,2020,8,18877.0,1,1,0,1,0
BMW,2020,8,26333.0,1,1,0,1,0
Mercedes-Benz,2020,8,62500.0,1,1,0,1,0
Porsche,2020,8,45000.0,0,0,0,1,0
Isuzu,2020,8,2800.0,1,0,0,1,0
BMW,2020,8,18600.0,0,0,0,1,0
Subaru,2020,8,26666.0,1,0,0,1,0
Volkswagen,2020,8,11400.0,1,0,0,1,0
BMW,2020,8,15555.0,0,0,1,1,0
Shelby,2020,8,7600.0,1,0,0,1,0
Mercedes-Benz,2020,8,9551.0,0,0,0,1,0
Saab,2020,8,14500.0,0,0,0,1,0
Audi,2020,8,31500.0,1,1,0,1,0
Land Rover,2020,8,56000.0,1,0,0,1,0
BMW,2020,8,4100.0,1,1,0,1,0
Volvo,2020,8,29000.0,1,0,0,1,0
Cadillac,2020,8,17500.0,1,0,0,1,0
Jaguar,2020,8,30100.0,1,0,0,1,0
BMW,2020,8,12700.0,1,1,0,1,0
Mercedes-Benz,2020,8,19000.0,1,1,0,1,0
Mercedes-Benz,2020,8,5252.0,0,0,0,1,0
Honda,2020,8,5500.0,0,0,0,1,0
Mercedes-Benz,2020,8,5926.0,0,1,0,1,0
Saab,2020,8,5050.0,0,1,0,1,0
Audi,2020,8,18000.0,1,0,0,1,0
Buick,2020,8,4000.0,0,0,0,1,0
Aston Martin,2020,8,55000.0,0,1,0,1,0
Jaguar,2020,8,6000.0,0,0,0,1,0
Datsun,2020,8,4500.0,0,1,0,1,0
Porsche,2020,8,25150.0,1,1,0,1,0
BMW,2020,8,23500.0,1,0,0,1,0
Mercedes-Benz,2020,8,70000.0,1,1,0,1,0
Mercedes-Benz,2020,8,7617.0,0,1,0,1,0
Porsche,2020,8,30950.0,1,0,0,1,0
Jeep,2020,8,10000.0,1,0,0,1,0
Lexus,2020,8,5900.0,0,1,0,1,0
Mercedes-Benz,2020,8,3350.0,1,0,0,1,0
MINI,2020,8,13600.0,1,1,0,1,0
BMW,2020,8,14900.0,0,0,0,1,0
BMW,2020,8,12700.0,0,0,0,1,0
Audi,2020,8,68610.0,1,1,0,1,0
Mercedes-Benz,2020,8,49500.0,1,0,0,1,0
Ford,2020,8,26500.0,1,1,0,1,0
Jaguar,2020,8,5100.0,0,0,0,1,0
Mercedes-Benz,2020,8,8200.0,0,1,0,1,0
Chevrolet,2020,8,12750.0,0,0,0,1,0
Porsche,2020,8,17222.0,0,1,0,1,0
Mercedes-Benz,2020,8,3126.0,1,1,0,1,0
Ford,2020,8,10003.0,1,0,0,1,0
Mercedes-Benz,2020,8,3250.0,1,0,0,1,0
Mercedes-Benz,2020,8,7800.0,0,0,0,1,0
Ford,2020,8,3900.0,0,0,0,1,0
Porsche,2020,8,24100.0,1,0,0,1,0
Lexus,2020,8,5800.0,1,1,0,1,0
Mitsubishi,2020,8,11800.0,1,1,1,1,0
Porsche,2020,8,18226.0,1,0,0,1,0
Toyota,2020,8,6100.0,0,0,0,1,0
BMW,2020,8,10100.0,1,0,0,1,0
BMW,2020,8,7877.0,0,0,0,1,0
BMW,2020,8,11000.0,0,1,1,1,0
MINI,2020,8,17200.0,1,0,0,1,0
Mercedes-Benz,2020,8,14500.0,0,1,0,1,0
BMW,2020,8,11700.0,0,0,0,1,0
Ford,2020,8,4100.0,0,1,0,1,0
Mercedes-Benz,2020,8,19750.0,1,0,0,1,0
Volvo,2020,8,37000.0,0,0,0,1,0
Lexus,2020,8,4150.0,1,1,0,1,0
Cadillac,2020,8,35000.0,1,0,1,1,0
Honda,2020,8,8200.0,1,1,0,1,0
Porsche,2020,8,30250.0,1,1,0,1,0
Audi,2020,8,3665.0,0,0,0,1,0
BMW,2020,8,14300.0,0,0,0,1,0
Ford,2020,8,31250.0,1,1,0,1,0
Mercedes-Benz,2020,8,15000.0,0,0,1,1,0
BMW,2020,8,9300.0,1,0,0,1,0
Chrysler,2020,8,4100.0,1,0,0,1,0
Acura,2020,8,5000.0,0,1,0,1,0
Ferrari,2020,8,66000.0,1,1,0,1,0
Acura,2020,8,19400.0,0,1,0,1,0
Infiniti,2020,8,6555.0,0,0,0,1,0
Fiat,2020,8,8000.0,0,0,0,1,0
Mercedes-Benz,2020,8,14500.0,1,1,0,1,1
Toyota,2020,8,25000.0,1,0,0,1,0
BMW,2020,8,11900.0,0,0,0,1,0
Chevrolet,2020,8,9500.0,1,0,0,1,0
Audi,2020,8,32500.0,1,1,0,1,0
Mercedes-Benz,2020,8,5200.0,0,1,0,1,0
Audi,2020,8,63154.0,0,1,0,1,0
Chevrolet,2020,8,13750.0,1,1,0,1,0
Honda,2020,8,5400.0,0,0,0,1,0
Toyota,2020,8,8000.0,0,1,0,1,0
Porsche,2020,8,21000.0,1,0,0,1,0
Nissan,2020,8,5335.0,1,0,0,1,0
BMW,2020,8,3200.0,0,1,0,1,0
Ford,2020,8,31000.0,1,1,1,1,0
Mercedes-Benz,2020,8,60000.0,1,1,0,1,0
Porsche,2020,8,16000.0,0,0,0,1,0
Lexus,2020,8,9300.0,1,0,0,1,0
BMW,2020,8,16000.0,1,0,0,1,0
Chevrolet,2020,8,41700.0,1,1,0,1,0
Mercedes-Benz,2020,8,18221.0,1,1,0,1,0
BMW,2020,8,14000.0,1,1,0,1,0
Audi,2020,8,9555.0,0,1,0,1,0
BMW,2020,8,29500.0,1,1,0,1,0
Mercedes-Benz,2020,8,8600.0,0,0,0,1,0
Ford,2020,8,9000.0,0,0,0,1,0
BMW,2020,8,17200.0,1,0,0,1,0
Scion,2020,8,12686.0,0,1,0,1,0
Mercedes-Benz,2020,8,6000.0,0,1,0,1,0
Jaguar,2020,8,10700.0,1,1,0,1,0
Mercedes-Benz,2020,8,9500.0,1,1,0,1,0
Volkswagen,2020,8,67001.0,1,1,0,1,0
Toyota,2020,8,10350.0,1,1,0,1,0
BMW,2020,8,5678.0,1,0,0,1,0
Ford,2020,8,36750.0,1,1,0,1,0
Porsche,2020,8,45000.0,1,1,0,1,0
Porsche,2020,8,49999.0,1,0,0,1,0
Acura,2020,8,33680.0,0,1,0,1,0
Audi,2020,8,9550.0,0,1,0,1,0
Saab,2020,8,3700.0,1,1,0,1,0
Lincoln,2020,8,5000.0,0,1,0,1,0
Lexus,2020,8,4350.0,1,1,0,1,0
Ford,2020,8,28000.0,0,1,1,1,0
Jaguar,2020,8,10500.0,0,0,0,1,0
Ford,2020,8,14505.0,0,1,0,1,0
Porsche,2020,8,13100.0,0,1,0,1,0
Mercedes-Benz,2020,8,6800.0,0,0,0,1,0
Cadillac,2020,8,34250.0,1,1,1,1,0
Honda,2020,8,9000.0,1,0,0,1,0
Porsche,2020,8,41855.0,1,0,0,1,0
BMW,2020,8,13000.0,1,1,0,1,0
Toyota,2020,8,2700.0,0,0,0,1,0
BMW,2020,8,10350.0,1,1,0,1,0
Pontiac,2020,8,9500.0,1,0,0,1,0
Nissan,2020,8,5200.0,1,1,0,1,0
Ford,2020,8,8500.0,1,0,0,1,0
Audi,2020,8,126499.0,0,0,0,1,0
Porsche,2020,8,23700.0,0,0,0,1,0
Mazda,2020,8,10500.0,1,0,0,1,0
Saab,2020,8,9593.0,1,1,0,1,0
Nissan,2020,8,28000.0,0,0,1,1,0
Audi,2020,8,6900.0,1,0,0,1,0
Toyota,2020,8,10100.0,1,1,0,1,0
Buick,2020,8,2350.0,1,1,0,1,0
Mercedes-Benz,2020,8,5200.0,1,1,0,1,0
Nissan,2020,8,14017.0,0,0,0,1,0
BMW,2020,8,24500.0,0,1,0,1,0
Honda,2020,8,23500.0,0,1,0,1,0
Audi,2020,8,8500.0,1,0,1,1,0
Lexus,2020,8,8584.0,1,1,0,1,0
Porsche,2020,8,7944.0,0,0,0,1,0
Land Rover,2020,8,12500.0,1,1,0,1,0
Toyota,2020,8,8200.0,1,0,0,1,0
BMW,2020,8,7269.0,0,1,0,1,0
Toyota,2020,8,8600.0,0,0,0,1,0
Mazda,2020,9,28600.0,1,1,1,1,0
Land Rover,2020,9,7500.0,0,0,0,1,0
Rolls-Royce,2020,9,16500.0,0,0,0,1,0
Ford,2020,9,48250.0,1,0,1,1,0
Toyota,2020,9,9900.0,0,0,0,1,0
BMW,2020,9,12000.0,0,1,0,1,0
Volvo,2020,9,2500.0,1,1,0,1,0
BMW,2020,9,25000.0,1,1,0,1,0
Porsche,2020,9,8200.0,0,1,0,1,0
Mercedes-Benz,2020,9,8600.0,0,1,0,1,0
Autozam,2020,9,16317.0,0,0,0,1,0
Porsche,2020,9,49997.0,1,0,0,1,0
Volkswagen,2020,9,8461.0,1,1,0,1,0
Audi,2020,9,11100.0,1,0,0,1,0
Chevrolet,2020,9,40250.0,0,0,0,1,0
Mazda,2020,9,7300.0,1,0,0,1,0
Infiniti,2020,9,6969.0,1,0,0,1,0
Mercedes-Benz,2020,9,12400.0,1,1,0,1,0
BMW,2020,9,3950.0,1,0,0,1,0
Toyota,2020,9,11766.0,1,0,0,1,0
BMW,2020,9,4106.0,0,1,0,1,0
Ferrari,2020,9,100500.0,1,1,0,1,0
Honda,2020,9,2691.0,0,0,0,1,0
Mercedes-Benz,2020,9,4700.0,0,0,0,1,0
Volvo,2020,9,5600.0,0,1,0,1,0
BMW,2020,9,9100.0,1,0,0,1,0
Audi,2020,9,2750.0,0,0,0,1,0
BMW,2020,9,16850.0,0,0,0,1,0
Dodge,2020,9,25500.0,1,0,0,1,0
Pontiac,2020,9,5001.0,0,1,0,1,0
Acura,2020,9,20500.0,1,0,0,1,0
BMW,2020,9,6236.0,1,0,0,1,0
Audi,2020,9,20000.0,1,0,1,1,0
Nissan,2020,9,21800.0,1,1,0,1,0
Cadillac,2020,9,25000.0,0,0,0,1,0
BMW,2020,9,9200.0,0,0,0,1,0
Mercedes-Benz,2020,9,47500.0,0,0,0,1,0
Mercedes-Benz,2020,9,2500.0,0,1,0,1,0
Ford,2020,9,45000.0,0,0,1,1,0
Mercury,2020,9,6600.0,1,0,0,1,0
Audi,2020,9,5000.0,1,0,0,1,0
Honda,2020,9,13300.0,0,0,0,1,0
Jaguar,2020,9,6800.0,1,1,0,1,0
Audi,2020,9,74500.0,0,1,0,1,0
Audi,2020,9,8500.0,0,0,0,1,0
Mazda,2020,9,9800.0,1,1,0,1,0
Porsche,2020,9,7100.0,1,0,0,1,0
BMW,2020,9,8600.0,1,1,0,1,0
Mercedes-Benz,2020,9,27500.0,1,0,0,1,0
BMW,2020,9,47500.0,1,1,0,1,0
Mercedes-Benz,2020,9,24200.0,1,0,0,1,0
Maserati,2020,9,22322.0,1,1,0,1,0
Audi,2020,9,9800.0,1,0,1,1,0
Acura,2020,9,12000.0,1,0,0,1,0
BMW,2020,9,50750.0,1,0,0,1,0
BMW,2020,9,9400.0,0,1,0,1,0
Ford,2020,9,6400.0,0,0,0,1,0
Radical,2020,9,9700.0,0,0,0,1,0
BMW,2020,9,13250.0,0,1,0,1,0
Jeep,2020,9,8600.0,1,1,0,1,0
BMW,2020,9,8800.0,0,0,0,1,0
Honda,2020,9,24250.0,1,1,0,1,0
Autozam,2020,9,14300.0,1,0,0,1,0
Mercedes-Benz,2020,9,6600.0,1,1,0,1,0
Volkswagen,2020,9,12100.0,0,0,0,1,0
BMW,2020,9,9200.0,1,0,0,1,0
Ford,2020,9,20600.0,0,0,0,1,0
Mercedes-Benz,2020,9,13600.0,0,1,0,1,0
BMW,2020,9,9400.0,1,1,0,1,0
Subaru,2020,9,4200.0,1,1,0,1,0
Mercedes-Benz,2020,9,11400.0,1,1,0,1,0
BMW,2020,9,3800.0,0,0,0,1,0
Maserati,2020,9,20300.0,1,0,0,1,0
Mercedes-Benz,2020,9,6900.0,1,1,0,1,0
Aston Martin,2020,9,44500.0,1,0,0,1,0
Buick,2020,9,5000.0,0,0,0,1,0
Audi,2020,9,10100.0,0,0,0,1,0
BMW,2020,9,14200.0,1,0,0,1,0
Porsche,2020,9,51911.0,0,0,0,1,0
Ferrari,2020,9,62500.0,1,1,0,1,0
BMW,2020,9,18500.0,1,0,0,1,0
BMW,2020,9,10650.0,1,0,0,1,0
Mercedes-Benz,2020,9,39250.0,1,1,0,1,0
Mazda,2020,9,6100.0,1,0,0,1,0
Fiat,2020,9,7950.0,1,0,0,1,0
Porsche,2020,9,25777.0,1,1,0,1,0
Mercedes-Benz,2020,9,4300.0,1,0,0,1,0
Renaissance,2020,9,11500.0,1,1,0,1,0
Toyota,2020,9,17200.0,1,1,0,1,0
Audi,2020,9,30100.0,1,0,0,1,0
BMW,2020,9,24200.0,1,1,0,1,0
Dodge,2020,9,44869.0,1,0,0,1,0
Chevrolet,2020,9,4200.0,0,1,0,1,0
Ferrari,2020,9,78500.0,1,0,0,1,0
Toyota,2020,9,17700.0,1,1,0,1,0
Porsche,2020,9,11250.0,1,0,0,1,0
BMW,2020,9,6700.0,0,1,1,1,0
BMW,2020,9,15800.0,1,0,0,1,0
Jaguar,2020,9,5250.0,1,0,0,1,0
Mercedes-Benz,2020,9,18500.0,1,1,0,1,0
Lexus,2020,9,7200.0,1,0,0,1,0
BMW,2020,9,3500.0,1,1,0,1,0
Pontiac,2020,9,12445.0,1,1,0,1,0
Porsche,2020,9,29000.0,1,0,0,1,0
Lexus,2020,9,19300.0,0,1,0,1,0
BMW,2020,9,8200.0,1,0,0,1,0
MINI,2020,9,20100.0,1,0,1,1,0
BMW,2020,9,18500.0,1,0,0,1,0
BMW,2020,9,24000.0,0,1,0,1,0
BMW,2020,9,11999.0,0,1,0,1,0
Toyota,2020,9,32000.0,1,0,0,1,0
Toyota,2020,9,5250.0,0,0,0,1,1
Mercedes-Benz,2020,9,8300.0,1,0,0,1,0
Chevrolet,2020,9,54000.0,1,1,1,1,0
Porsche,2020,9,6500.0,0,0,0,1,0
Lotus,2020,9,31750.0,1,1,0,1,0
Porsche,2020,9,59991.0,1,0,0,1,0
Land Rover,2020,9,17000.0,0,0,0,1,0
Mercedes-Benz,2020,9,8600.0,0,1,0,1,0
Honda,2020,9,36000.0,1,1,0,1,0
Ford,2020,9,11600.0,1,0,0,1,0
Lancia,2020,9,57500.0,0,1,1,1,0
Mercedes-Benz,2020,9,9100.0,0,1,0,1,0
Porsche,2020,9,36851.0,0,1,0,1,0
Acura,2020,9,9000.0,1,1,0,1,0
Toyota,2020,9,8300.0,1,1,0,1,0
Pontiac,2020,9,9500.0,1,0,0,1,0
BMW,2020,9,6969.0,1,0,0,1,0
Ferrari,2020,9,61000.0,0,0,0,1,0
